id_client;flag_coll;amt_credit;bki;age;is_educ;cl_segm;credit_type;fssp;cnt_closed_contract;is_cellphone
1002237;0;10000;29420;23;0;3;POS;0;1;1
1002238;1;40000;97377;18;0;3;POS;0;1;0
1002239;1;125000;22183;26;0;2;CC;117484;1;0
1002240;0;20000;19306;70;0;2;POS;0;0;1
1002241;0;50000;49040;67;0;2;POS;0;0;0
1002242;0;50000;69497;41;0;1;POS;0;0;1
1002243;1;10000;61170;66;0;2;CC;0;0;1
1002244;0;75000;10467;44;0;3;POS;114735;2;1
1002245;1;400000;34104;59;0;4;POS;0;4;1
1002246;0;125000;98896;68;0;1;CC;0;2;1
1002247;0;125000;49401;48;1;1;CC;0;0;0
1002248;1;90000;24026;25;0;4;POS;16009;8;1
1002249;0;100000;35918;62;0;4;POS;0;1;1
1002250;0;90000;28069;56;0;1;CC;0;1;1
1002251;0;50000;37553;18;0;1;CC;0;10;0
1002252;0;125000;41138;38;1;4;POS;0;2;0
1002253;0;275000;40874;48;1;2;POS;97757;0;0
1002254;0;50000;81291;68;0;1;CC;0;2;1
1002255;1;1000000;0;55;1;3;POS;0;0;0
1002256;0;90000;26060;68;0;1;POS;0;0;1
1002257;0;20000;19009;19;0;1;CC;94531;1;1
1002258;0;100000;67898;40;0;1;CC;0;0;1
1002259;1;250000;0;67;1;2;CC;0;3;0
1002260;1;500000;0;20;1;4;POS;0;0;0
1002261;0;250000;97438;54;0;2;CC;90046;0;1
1002262;0;50000;31337;56;0;2;CC;0;2;1
1002263;0;100000;52016;70;0;1;CC;0;0;1
1002264;0;100000;54449;57;0;2;POS;0;0;1
1002265;0;90000;61584;68;0;4;POS;0;6;1
1002266;1;300000;6186;52;0;3;CC;0;0;0
1002267;1;100000;48463;40;0;3;POS;0;0;1
1002268;0;50000;69287;44;0;3;POS;0;3;1
1002269;0;300000;0;33;1;1;POS;0;2;1
1002270;1;75000;62232;46;0;3;POS;0;2;0
1002271;0;175000;1010;23;0;4;POS;0;0;1
1002272;0;250000;0;22;1;1;POS;181030;0;0
1002273;1;40000;57928;59;0;4;POS;154862;0;1
1002274;1;100000;36546;33;0;3;POS;114415;0;1
1002275;0;200000;91826;63;0;4;POS;0;3;0
1002276;0;275000;0;66;1;4;CC;0;2;1
1002277;1;125000;3829;35;0;2;CC;0;0;1
1002278;1;75000;82977;26;0;3;POS;0;0;1
1002279;0;40000;31277;37;0;1;POS;0;0;1
1002280;1;10000;59036;59;0;4;CC;0;0;0
1002281;0;40000;2427;18;1;1;POS;189346;8;1
1002282;0;125000;105;23;0;3;POS;0;0;1
1002283;0;50000;18253;48;1;1;CC;129210;2;0
1002284;0;40000;68208;48;0;2;CC;67446;2;1
1002285;1;125000;49041;70;0;4;POS;0;0;1
1002286;0;100000;0;20;1;4;POS;0;1;0
1002287;0;500000;56493;19;0;2;POS;0;0;0
1002288;0;10000;4560;52;1;2;CC;106190;7;1
1002289;1;50000;32402;28;0;4;CC;0;1;1
1002290;0;75000;70870;32;0;2;POS;0;0;1
1002291;0;275000;42168;46;0;3;POS;0;0;1
1002292;0;225000;26795;25;0;3;POS;0;2;1
1002293;1;600000;17117;68;0;4;CC;0;1;1
1002294;0;125000;76441;49;0;2;CC;80760;0;0
1002295;1;20000;47110;62;0;3;POS;0;0;1
1002296;1;300000;0;65;1;4;CC;0;1;1
1002297;1;175000;0;24;1;2;CC;0;0;1
1002298;0;50000;87834;60;0;2;POS;0;3;1
1002299;0;100000;5776;63;0;3;POS;0;3;1
1002300;0;125000;0;20;1;1;CC;0;1;0
1002301;0;10000;94232;39;0;1;CC;16561;2;0
1002302;1;300000;0;69;1;3;CC;0;0;1
1002303;1;150000;46195;56;0;3;POS;0;0;1
1002304;1;100000;97579;19;0;3;POS;0;1;0
1002305;1;800000;66977;27;0;4;POS;0;0;1
1002306;0;50000;57649;18;0;1;POS;0;1;1
1002307;0;275000;35521;69;1;2;CC;132981;0;0
1002308;0;20000;9652;22;0;3;CC;0;7;1
1002309;1;100000;83215;28;1;2;CC;0;1;0
1002310;0;20000;3998;50;0;1;POS;88905;0;0
1002311;0;125000;86205;27;0;4;POS;0;0;1
1002312;1;100000;18419;37;1;4;CC;0;0;0
1002313;1;175000;67926;39;0;2;POS;93112;2;1
1002314;0;275000;15621;63;0;2;POS;83588;2;1
1002315;0;90000;71018;27;0;2;POS;100374;0;1
1002316;0;125000;33928;57;0;4;POS;0;3;1
1002317;1;50000;23574;64;0;4;POS;149380;1;1
1002318;1;90000;63852;28;0;3;POS;0;2;1
1002319;1;400000;77628;59;0;3;POS;0;0;1
1002320;0;175000;73119;67;1;4;POS;0;0;1
1002321;0;20000;11049;21;0;2;POS;0;0;0
1002322;0;40000;0;33;1;3;POS;3036;0;1
1002323;0;100000;63871;53;0;1;CC;0;3;1
1002324;0;90000;65568;24;0;4;POS;0;1;0
1002325;1;150000;52680;56;0;1;POS;0;1;1
1002326;0;225000;0;22;1;2;CC;0;1;1
1002327;1;40000;72266;49;0;3;POS;0;1;1
1002328;1;90000;15037;26;0;3;CC;0;1;1
1002329;1;175000;32541;57;0;2;CC;0;0;1
1002330;0;125000;68051;62;0;1;POS;0;0;1
1002331;0;175000;93735;51;0;1;POS;0;0;1
1002332;0;275000;44055;37;0;1;POS;121227;0;1
1002333;1;200000;0;66;1;1;CC;0;0;0
1002334;1;10000;42684;39;0;3;CC;0;1;1
1002335;1;125000;48278;58;0;3;POS;0;0;1
1002336;0;75000;93329;37;0;2;POS;0;2;1
1002337;0;200000;70454;69;0;1;POS;0;1;0
1002338;0;225000;45416;18;1;2;CC;0;0;0
1002339;0;75000;61093;69;0;2;CC;0;5;1
1002340;0;100000;11678;43;0;2;POS;0;2;1
1002341;1;20000;77313;21;0;4;CC;2674;0;1
1002342;0;200000;0;56;1;1;CC;0;0;1
1002343;1;50000;6592;43;0;3;CC;0;5;0
1002344;1;300000;8583;42;1;1;POS;105697;4;1
1002345;1;800000;16480;57;0;2;POS;0;0;0
1002346;1;700000;0;65;1;4;CC;11662;2;1
1002347;0;400000;0;47;1;1;POS;56795;1;0
1002348;1;20000;33320;66;1;4;CC;0;0;1
1002349;0;275000;38217;36;0;1;POS;119539;0;0
1002350;1;175000;0;38;1;2;POS;0;1;1
1002351;1;125000;0;68;1;4;CC;0;1;1
1002352;0;700000;0;59;1;3;CC;0;0;1
1002353;0;40000;5022;35;1;1;POS;0;1;0
1002354;0;100000;24232;64;0;3;POS;0;0;1
1002355;0;125000;0;40;1;3;CC;0;3;1
1002356;1;40000;16953;23;0;3;POS;0;2;1
1002357;0;20000;0;26;1;3;POS;0;1;0
1002358;0;1000000;53064;43;0;1;POS;54846;8;0
1002359;1;300000;3476;52;0;2;POS;8013;1;1
1002360;0;125000;62166;47;0;4;CC;0;1;1
1002361;1;900000;75680;52;0;2;CC;0;0;1
1002362;1;300000;44893;41;1;4;POS;0;1;1
1002363;1;600000;78420;63;0;3;CC;0;0;0
1002364;0;100000;0;56;1;3;POS;80155;0;1
1002365;0;250000;28444;37;0;2;POS;0;2;1
1002366;1;125000;68493;29;1;4;POS;0;0;0
1002367;0;275000;0;63;1;2;POS;0;1;1
1002368;1;75000;44720;18;0;1;CC;0;3;0
1002369;1;75000;0;43;1;4;POS;150445;0;1
1002370;0;100000;0;20;1;4;CC;118293;0;1
1002371;0;50000;0;41;1;1;POS;95640;1;1
1002372;0;40000;28285;39;0;3;CC;0;0;1
1002373;1;900000;43591;60;1;3;POS;162722;2;0
1002374;0;75000;49740;37;0;2;POS;9503;0;1
1002375;0;10000;2121;51;0;3;CC;0;0;1
1002376;1;600000;0;57;1;3;CC;38948;1;1
1002377;0;75000;65801;53;1;1;CC;129241;1;1
1002378;0;175000;0;21;1;1;POS;0;0;1
1002379;1;100000;40307;61;0;1;POS;0;0;1
1002380;0;175000;57752;37;0;3;POS;0;1;1
1002381;0;10000;65521;64;0;1;POS;0;0;1
1002382;0;175000;0;30;1;4;POS;0;0;1
1002383;0;900000;0;25;1;3;POS;0;2;0
1002384;0;40000;0;27;1;4;CC;0;8;1
1002385;0;75000;78728;26;0;1;POS;0;2;1
1002386;0;90000;63107;48;0;3;CC;0;2;1
1002387;0;300000;0;37;1;2;POS;0;1;1
1002388;1;225000;0;69;1;4;POS;0;3;1
1002389;1;275000;907;26;0;4;POS;0;0;0
1002390;1;75000;15088;37;0;4;POS;0;0;1
1002391;0;50000;0;22;1;1;POS;0;0;0
1002392;1;10000;72096;63;0;2;POS;0;1;1
1002393;1;225000;21405;40;0;3;POS;0;3;1
1002394;1;500000;48385;62;0;4;CC;0;3;1
1002395;0;20000;99362;24;0;1;POS;0;0;1
1002396;0;50000;16772;51;0;4;POS;0;4;1
1002397;0;275000;96664;60;0;2;POS;145647;0;1
1002398;0;200000;97838;34;1;4;CC;0;0;1
1002399;0;90000;64440;56;0;3;POS;0;0;1
1002400;0;175000;0;57;1;2;POS;0;0;1
1002401;1;400000;12300;42;0;1;POS;0;2;0
1002402;0;75000;11970;53;0;2;CC;0;10;0
1002403;1;10000;55542;59;0;3;POS;0;2;0
1002404;0;50000;712;26;0;4;POS;0;8;1
1002405;1;600000;51483;63;0;4;POS;0;2;0
1002406;0;600000;63907;26;1;2;POS;0;0;1
1002407;1;125000;44042;64;0;3;CC;94396;0;1
1002408;0;400000;16622;21;0;2;CC;82173;0;1
1002409;1;125000;83478;52;0;4;POS;0;1;1
1002410;1;10000;3943;69;0;4;POS;0;1;1
1002411;0;800000;81477;65;1;1;POS;81395;0;0
1002412;1;75000;48272;31;0;3;CC;195037;1;1
1002413;0;10000;78941;35;1;2;POS;137300;2;1
1002414;0;600000;82514;70;0;3;POS;0;0;0
1002415;0;150000;0;54;1;2;POS;0;10;1
1002416;0;100000;9451;64;1;1;CC;0;3;1
1002417;1;100000;72352;66;0;3;CC;0;4;1
1002418;0;225000;8686;70;0;3;POS;0;0;1
1002419;0;150000;68156;67;1;1;CC;0;3;1
1002420;0;150000;94425;52;0;1;POS;0;7;1
1002421;0;175000;0;48;1;1;POS;0;2;0
1002422;1;200000;35734;50;0;1;POS;0;0;1
1002423;0;225000;8208;42;0;3;POS;0;2;1
1002424;1;900000;14708;22;0;4;POS;0;0;0
1002425;1;200000;37142;64;0;1;POS;0;1;0
1002426;0;100000;66854;21;0;2;POS;0;1;1
1002427;1;275000;0;26;1;2;CC;0;1;0
1002428;0;300000;50415;18;0;1;CC;0;0;0
1002429;0;50000;57068;42;0;3;CC;0;0;1
1002430;0;125000;0;20;1;2;CC;170059;0;0
1002431;0;225000;61064;32;0;3;POS;0;0;1
1002432;1;700000;0;37;1;4;CC;0;6;1
1002433;1;300000;0;62;1;2;POS;0;0;1
1002434;0;300000;62369;40;1;1;CC;24550;1;1
1002435;1;20000;96403;65;0;2;POS;0;4;0
1002436;0;100000;49899;62;0;1;POS;0;0;1
1002437;1;125000;27679;43;0;4;POS;150538;0;1
1002438;0;200000;0;65;1;4;CC;0;1;1
1002439;0;600000;24210;44;0;3;POS;0;0;1
1002440;0;75000;85817;37;0;1;CC;0;1;1
1002441;1;200000;0;38;1;4;CC;0;0;1
1002442;1;300000;0;69;1;4;CC;193557;2;0
1002443;0;225000;0;54;1;4;POS;60157;0;1
1002444;1;900000;70466;61;1;3;POS;0;4;0
1002445;0;20000;0;62;1;4;POS;0;0;1
1002446;0;125000;56862;60;0;2;CC;109614;2;0
1002447;0;125000;78690;41;0;3;CC;36009;0;1
1002448;0;200000;83914;27;1;3;POS;0;0;1
1002449;1;300000;38402;54;0;3;POS;0;0;0
1002450;1;600000;65269;52;0;3;POS;0;2;0
1002451;0;100000;0;28;1;2;CC;194517;2;1
1002452;0;500000;54494;69;0;2;POS;0;3;1
1002453;0;20000;39551;20;0;3;POS;0;0;1
1002454;0;225000;18050;60;0;2;POS;28824;1;0
1002455;0;40000;0;39;1;4;CC;0;4;1
1002456;0;20000;11545;64;0;2;POS;0;4;1
1002457;0;90000;0;52;1;1;POS;0;3;1
1002458;0;600000;54369;33;1;3;POS;0;1;0
1002459;0;500000;7623;25;0;3;CC;156919;0;1
1002460;0;90000;71260;69;0;3;POS;0;2;1
1002461;0;300000;93685;41;1;2;CC;178031;0;1
1002462;1;125000;56118;54;0;4;CC;0;1;0
1002463;0;10000;51870;33;0;2;POS;0;1;1
1002464;0;100000;0;31;1;2;POS;0;0;1
1002465;0;20000;0;57;1;3;POS;0;0;1
1002466;0;50000;27478;29;0;4;POS;0;8;0
1002467;0;40000;84004;42;0;1;POS;0;0;1
1002468;1;10000;30698;30;0;2;POS;0;2;1
1002469;0;20000;68988;27;0;2;POS;0;1;1
1002470;0;90000;29451;56;0;1;POS;0;4;1
1002471;0;300000;0;69;1;1;CC;0;1;1
1002472;1;600000;0;58;1;3;POS;0;0;0
1002473;1;50000;2724;66;0;3;POS;0;0;0
1002474;1;20000;96687;50;0;1;POS;0;0;1
1002475;0;275000;12833;58;0;2;POS;0;2;1
1002476;1;10000;40547;21;0;4;CC;0;0;0
1002477;1;40000;95178;65;0;3;POS;0;2;1
1002478;0;800000;99090;21;1;1;POS;0;0;0
1002479;1;300000;94620;20;1;1;POS;0;0;0
1002480;1;50000;15714;48;0;4;CC;0;5;1
1002481;0;225000;35874;28;1;1;POS;0;0;1
1002482;0;250000;0;43;1;1;CC;0;4;1
1002483;0;250000;58249;25;0;4;POS;0;0;0
1002484;1;75000;0;21;1;3;POS;103569;1;1
1002485;0;225000;4192;32;1;3;POS;0;0;0
1002486;0;100000;565;57;0;3;POS;0;3;1
1002487;1;125000;68208;54;0;4;POS;0;3;0
1002488;0;175000;90842;34;0;3;POS;182156;2;1
1002489;0;125000;60070;25;1;1;POS;0;4;1
1002490;0;10000;16620;53;0;1;CC;0;3;1
1002491;0;800000;39507;31;1;4;POS;0;0;0
1002492;0;75000;0;35;1;3;POS;0;0;1
1002493;1;50000;29769;59;0;4;POS;125117;0;1
1002494;0;100000;48176;51;0;1;POS;0;0;1
1002495;1;75000;66707;59;0;3;POS;0;2;1
1002496;1;125000;33936;54;0;2;POS;116167;3;1
1002497;0;225000;28240;20;1;4;POS;0;0;1
1002498;0;40000;51777;47;0;3;POS;0;1;1
1002499;0;90000;29501;57;0;1;POS;0;2;1
1002500;1;800000;0;45;1;4;POS;0;0;1
1002501;1;600000;0;61;1;4;CC;0;0;0
1002502;1;125000;68747;38;0;2;CC;0;0;1
1002503;0;225000;0;37;1;2;POS;0;2;0
1002504;1;300000;0;26;1;2;CC;0;0;1
1002505;1;90000;66440;56;1;2;POS;0;9;0
1002506;1;20000;73036;29;0;2;POS;0;0;1
1002507;1;40000;9390;42;1;3;POS;0;1;0
1002508;1;20000;7329;20;0;4;POS;126261;0;1
1002509;0;250000;93687;33;0;3;POS;0;0;1
1002510;0;90000;22757;37;0;2;CC;0;2;0
1002511;0;225000;0;58;1;2;CC;0;2;1
1002512;0;40000;35408;58;0;2;CC;33287;0;1
1002513;1;100000;0;43;1;2;POS;131345;0;1
1002514;1;50000;0;19;1;2;CC;0;1;0
1002515;1;20000;83817;26;0;3;POS;42984;2;1
1002516;0;225000;61282;30;0;2;POS;0;0;1
1002517;1;175000;83711;61;0;3;POS;0;3;1
1002518;0;400000;63143;46;1;2;CC;167214;1;1
1002519;0;300000;0;26;1;4;CC;8840;0;1
1002520;0;250000;0;22;1;2;POS;0;2;1
1002521;0;100000;46214;19;0;2;POS;0;0;1
1002522;1;200000;0;68;1;4;CC;0;1;1
1002523;1;50000;39002;70;0;2;CC;0;4;1
1002524;1;100000;8450;63;0;3;POS;0;0;1
1002525;1;900000;32750;24;0;1;POS;0;1;1
1002526;0;40000;19845;25;0;1;POS;0;0;1
1002527;0;100000;77600;31;1;4;POS;0;0;1
1002528;0;50000;750;28;0;2;POS;0;5;0
1002529;0;300000;33583;54;0;2;POS;0;0;0
1002530;0;100000;30551;56;0;1;POS;0;1;1
1002531;0;300000;69068;18;0;2;CC;0;4;1
1002532;1;800000;65793;67;0;2;CC;79633;0;1
1002533;0;125000;0;37;1;1;POS;0;0;1
1002534;0;100000;28381;24;0;1;POS;187189;0;0
1002535;0;50000;12033;23;0;3;POS;50216;0;1
1002536;0;50000;0;54;1;1;POS;0;0;1
1002537;1;40000;22818;41;0;2;POS;0;0;1
1002538;0;75000;32418;64;1;3;POS;150514;0;1
1002539;1;125000;45472;39;0;3;POS;0;0;1
1002540;1;225000;0;33;1;1;CC;0;0;0
1002541;0;75000;62260;18;0;1;CC;0;2;0
1002542;1;90000;0;28;1;4;POS;25438;0;1
1002543;0;90000;20508;63;0;2;POS;94743;2;1
1002544;1;175000;0;40;1;4;CC;0;0;0
1002545;1;90000;81163;41;0;4;CC;0;0;0
1002546;0;50000;41221;48;1;3;CC;0;0;1
1002547;0;50000;36994;30;1;2;POS;0;0;0
1002548;0;250000;43761;68;0;4;POS;0;5;1
1002549;0;90000;50040;19;0;1;POS;0;9;0
1002550;0;40000;90786;51;0;3;POS;84641;0;1
1002551;0;125000;46891;50;0;2;POS;0;2;0
1002552;0;900000;8742;33;0;2;POS;0;5;0
1002553;1;400000;14590;70;1;4;POS;4308;0;1
1002554;1;800000;47658;34;0;3;POS;18267;0;1
1002555;1;20000;95999;56;0;4;POS;86822;4;0
1002556;0;100000;91407;50;0;3;POS;0;0;1
1002557;0;125000;28997;55;0;1;POS;0;2;1
1002558;0;20000;47721;67;0;3;POS;3820;0;1
1002559;1;300000;33529;52;0;1;POS;111715;0;1
1002560;0;800000;89241;23;0;1;POS;152363;0;1
1002561;1;150000;0;59;1;3;POS;0;2;0
1002562;1;100000;6065;25;0;2;CC;189527;0;0
1002563;0;40000;86215;22;1;2;POS;0;6;1
1002564;0;175000;14752;28;1;2;CC;0;0;1
1002565;1;50000;10096;63;0;2;POS;0;0;1
1002566;0;90000;29829;28;0;2;CC;0;2;1
1002567;1;100000;49058;68;0;3;POS;0;0;1
1002568;1;10000;6720;42;0;4;POS;0;0;0
1002569;1;175000;0;61;1;2;CC;0;3;0
1002570;0;40000;53772;54;0;1;POS;0;2;1
1002571;0;200000;58386;54;1;1;POS;192830;3;1
1002572;1;250000;0;67;1;2;CC;162600;0;0
1002573;1;800000;94455;47;0;3;POS;0;2;1
1002574;0;125000;22020;32;0;2;POS;0;0;1
1002575;1;125000;17975;52;0;4;POS;0;0;1
1002576;0;600000;0;61;1;3;CC;0;0;1
1002577;0;125000;90269;54;0;1;POS;0;0;1
1002578;1;125000;567;37;0;3;CC;20259;2;1
1002579;0;100000;69153;55;0;1;POS;0;0;0
1002580;0;50000;31240;67;0;1;POS;0;0;1
1002581;1;500000;0;30;1;2;POS;0;2;0
1002582;1;50000;60459;60;0;4;CC;0;4;1
1002583;0;275000;24247;40;0;3;CC;42126;0;1
1002584;1;10000;1432;67;0;4;CC;34078;0;1
1002585;1;600000;0;19;1;4;CC;0;0;0
1002586;0;1000000;22322;22;0;2;POS;0;1;1
1002587;0;100000;48965;67;0;2;POS;58275;0;1
1002588;1;125000;23020;33;0;2;CC;0;1;1
1002589;0;1000000;70442;37;1;3;CC;0;0;1
1002590;1;700000;82700;65;0;2;POS;48118;2;0
1002591;0;175000;32082;65;1;1;CC;0;8;1
1002592;0;150000;83017;63;0;2;POS;0;2;1
1002593;1;300000;83878;19;0;3;POS;15256;0;1
1002594;0;125000;63072;45;0;3;POS;136484;0;1
1002595;0;100000;68985;69;1;4;POS;0;1;0
1002596;1;400000;53832;70;0;2;POS;0;1;1
1002597;0;700000;33771;30;0;2;POS;0;2;1
1002598;1;175000;26260;69;0;3;POS;0;0;1
1002599;1;700000;14290;32;0;2;POS;0;3;0
1002600;0;275000;112;60;0;1;POS;0;0;1
1002601;0;40000;0;42;1;3;POS;0;0;1
1002602;1;40000;78118;31;1;3;POS;0;2;0
1002603;0;125000;28205;31;0;3;POS;0;1;1
1002604;1;10000;9960;44;0;3;CC;0;0;0
1002605;0;75000;24892;24;0;1;POS;0;0;1
1002606;0;400000;12852;30;0;2;POS;5585;0;1
1002607;0;125000;0;19;1;2;POS;0;0;1
1002608;1;90000;7072;59;0;4;POS;49514;3;0
1002609;1;150000;84644;41;0;4;POS;138865;1;0
1002610;0;125000;83167;27;0;2;POS;0;0;0
1002611;0;500000;41146;68;0;3;POS;0;3;1
1002612;1;250000;66697;44;0;4;CC;0;0;1
1002613;0;250000;0;69;1;1;CC;0;1;1
1002614;0;600000;89737;55;0;1;POS;0;1;0
1002615;1;10000;33979;53;0;1;POS;0;1;1
1002616;1;125000;76164;61;0;2;POS;0;2;1
1002617;1;125000;68545;28;0;2;POS;115016;1;0
1002618;1;40000;29513;56;0;3;POS;0;0;1
1002619;0;400000;15183;47;0;3;CC;0;0;0
1002620;1;10000;84805;38;0;2;POS;0;2;0
1002621;1;40000;49223;46;0;3;POS;0;2;0
1002622;0;100000;71726;30;0;2;POS;0;2;0
1002623;1;90000;17412;49;0;4;POS;0;1;1
1002624;0;75000;90846;18;0;4;CC;0;2;1
1002625;1;10000;48071;59;0;2;POS;0;1;0
1002626;0;125000;0;55;1;2;POS;0;0;1
1002627;1;125000;69249;35;0;3;POS;0;0;0
1002628;1;400000;0;57;1;2;CC;0;0;1
1002629;0;400000;26627;21;0;2;CC;0;0;1
1002630;0;90000;20881;57;0;4;POS;0;0;1
1002631;1;275000;27557;53;1;3;POS;0;0;1
1002632;1;175000;22372;63;0;2;CC;93912;0;0
1002633;1;200000;46198;61;0;4;CC;0;0;1
1002634;0;800000;57954;54;0;2;POS;0;0;1
1002635;0;90000;2253;37;0;3;POS;0;2;1
1002636;1;300000;72230;27;0;4;CC;0;2;0
1002637;1;20000;55167;45;0;4;CC;0;1;1
1002638;1;400000;10611;35;0;1;POS;0;0;1
1002639;1;900000;0;47;1;3;POS;0;1;1
1002640;1;250000;0;53;1;4;POS;0;3;1
1002641;0;300000;90150;38;0;2;POS;0;2;1
1002642;0;100000;41760;18;0;2;CC;199671;0;1
1002643;0;700000;37810;44;1;2;CC;0;2;0
1002644;1;125000;31738;39;1;2;CC;0;0;1
1002645;1;250000;27348;52;0;3;POS;0;1;1
1002646;0;800000;27860;45;0;3;POS;0;2;1
1002647;0;10000;79815;69;0;2;POS;0;5;1
1002648;1;300000;95597;18;1;4;CC;0;1;0
1002649;0;225000;11165;40;1;2;POS;47169;0;1
1002650;1;200000;22226;51;0;3;POS;0;0;1
1002651;0;50000;32411;50;0;3;POS;0;0;0
1002652;1;800000;14294;23;1;4;CC;0;0;1
1002653;0;90000;4252;26;0;1;POS;6997;0;1
1002654;0;275000;52441;38;0;1;CC;70717;2;1
1002655;0;500000;5368;42;0;2;POS;0;0;0
1002656;0;300000;0;62;1;4;CC;0;1;1
1002657;1;175000;61389;29;0;2;CC;0;0;1
1002658;0;800000;92871;67;1;1;POS;0;1;1
1002659;1;20000;98002;22;0;3;CC;0;2;1
1002660;0;50000;49492;61;0;4;CC;0;0;1
1002661;0;10000;64264;70;0;2;POS;0;0;1
1002662;0;50000;87651;60;0;2;POS;0;0;1
1002663;0;300000;13440;50;1;1;CC;0;0;1
1002664;0;225000;65846;51;0;1;POS;0;0;1
1002665;1;175000;0;44;1;4;POS;0;0;0
1002666;0;500000;28243;47;1;2;CC;0;0;1
1002667;1;1000000;83348;49;0;2;CC;0;0;0
1002668;0;225000;0;25;1;1;CC;181324;0;1
1002669;0;200000;46407;70;0;4;POS;0;0;1
1002670;0;40000;69771;52;0;1;CC;138569;0;1
1002671;0;75000;60855;36;0;4;POS;0;1;1
1002672;1;500000;87713;47;1;4;POS;0;0;1
1002673;1;800000;32430;43;0;3;POS;0;0;1
1002674;0;50000;0;19;1;3;POS;0;0;1
1002675;1;50000;0;31;1;4;POS;0;0;1
1002676;1;10000;78510;41;0;1;POS;0;0;1
1002677;0;275000;9253;43;0;3;POS;131632;0;1
1002678;0;125000;32323;69;0;3;POS;168541;1;1
1002679;0;200000;52575;61;0;2;POS;0;0;1
1002680;1;400000;87511;28;0;4;CC;0;0;1
1002681;0;90000;0;64;1;3;POS;0;0;0
1002682;1;10000;99773;45;0;4;CC;0;0;0
1002683;1;175000;57295;29;0;3;CC;0;0;1
1002684;0;75000;87419;42;0;3;POS;0;2;1
1002685;0;125000;36447;35;0;1;POS;164340;0;1
1002686;0;900000;66105;45;0;3;POS;72443;2;1
1002687;0;125000;92703;35;0;2;POS;19423;2;0
1002688;1;500000;0;22;1;2;CC;0;0;0
1002689;0;75000;96945;64;0;2;POS;160230;0;0
1002690;1;40000;56169;57;0;4;POS;0;2;0
1002691;0;40000;69710;70;1;3;POS;0;1;1
1002692;1;100000;66669;53;0;2;CC;0;0;0
1002693;0;300000;95729;59;0;2;CC;0;2;1
1002694;1;300000;0;22;1;2;CC;0;0;0
1002695;0;125000;57990;48;0;2;POS;0;0;1
1002696;0;75000;7228;54;0;3;POS;188445;0;0
1002697;0;40000;9403;61;0;3;POS;0;0;0
1002698;1;50000;0;22;1;2;CC;0;0;0
1002699;0;900000;63812;43;0;1;POS;160791;3;0
1002700;0;175000;28417;55;0;3;CC;0;1;0
1002701;1;75000;83918;38;0;3;CC;0;1;0
1002702;0;125000;5548;54;0;2;POS;0;3;1
1002703;1;1000000;76543;59;0;2;POS;0;1;1
1002704;1;500000;93570;19;0;3;CC;0;0;1
1002705;0;40000;68639;47;1;1;CC;90670;0;0
1002706;0;100000;83846;45;0;1;CC;0;9;1
1002707;1;175000;78837;51;0;2;CC;0;6;1
1002708;1;100000;41598;38;0;2;CC;27050;3;0
1002709;0;40000;26016;66;0;2;POS;0;1;1
1002710;0;100000;8119;65;0;2;POS;0;1;1
1002711;0;800000;63663;64;0;2;POS;128114;0;1
1002712;1;300000;98301;70;0;4;POS;0;0;1
1002713;0;600000;74593;30;0;2;POS;0;1;1
1002714;0;75000;7273;18;0;3;POS;0;8;1
1002715;0;75000;0;64;1;1;POS;0;0;0
1002716;0;225000;36065;21;0;2;CC;0;6;0
1002717;0;125000;94650;58;0;1;POS;0;0;1
1002718;1;50000;56368;66;0;2;CC;0;1;1
1002719;1;275000;60804;50;0;2;POS;0;1;1
1002720;0;40000;8571;20;0;3;POS;0;10;1
1002721;1;125000;19873;65;0;3;POS;0;0;1
1002722;0;75000;18633;57;0;3;POS;0;0;0
1002723;0;150000;73820;30;1;2;CC;0;1;1
1002724;0;90000;0;20;1;3;POS;19412;0;1
1002725;1;225000;548;55;1;3;POS;0;0;1
1002726;0;800000;18364;54;0;1;POS;0;0;1
1002727;0;75000;0;46;1;2;POS;0;0;1
1002728;0;50000;97629;42;0;2;POS;67514;0;0
1002729;1;150000;0;67;1;4;CC;149301;4;0
1002730;1;75000;14706;55;0;4;POS;0;1;1
1002731;0;1000000;0;41;1;2;CC;0;2;1
1002732;1;125000;53856;34;1;2;CC;0;0;0
1002733;1;50000;0;62;1;3;CC;0;2;0
1002734;1;40000;0;45;1;3;POS;0;0;1
1002735;0;20000;15112;34;0;2;POS;0;2;1
1002736;1;175000;20483;40;0;3;CC;0;1;1
1002737;1;200000;18228;23;1;4;POS;145511;2;0
1002738;1;225000;0;46;1;4;POS;0;0;1
1002739;0;75000;32504;35;0;3;POS;0;2;1
1002740;0;125000;13372;45;0;3;CC;38583;1;1
1002741;0;275000;9482;66;1;3;CC;31185;1;1
1002742;0;200000;46954;63;1;1;POS;0;0;0
1002743;1;225000;52603;44;1;3;CC;0;0;1
1002744;1;50000;17736;28;0;2;POS;0;1;0
1002745;1;400000;71754;50;0;2;CC;0;0;1
1002746;1;50000;0;48;1;4;CC;0;0;0
1002747;0;250000;0;66;1;3;POS;0;0;1
1002748;0;100000;47264;58;0;1;POS;0;0;0
1002749;1;125000;65760;21;0;3;POS;24507;0;1
1002750;0;75000;0;43;1;4;POS;0;10;0
1002751;0;125000;83000;49;1;2;CC;0;2;0
